name,genre,all_reviews,tone
Realm of the Mad God,"Action,Free to Play,Indie,Massively Multiplayer,RPG","Very Positive,(28,359),- 83% of the 28,359 user reviews for this game are positive.",Very Positive
Pillars of Eternity II: Deadfire,RPG,"Very Positive,(3,494),- 81% of the 3,494 user reviews for this game are positive.",Very Positive
Portal 2,"Action,Adventure","Overwhelmingly Positive,(104,354),- 98% of the 104,354 user reviews for this game are positive.",NA
Oxygen Not Included,"Indie,Simulation,Early Access","Very Positive,(17,415),- 93% of the 17,415 user reviews for this game are positive.",Very Positive
Jurassic World Evolution,"Simulation,Strategy","Mostly Positive,(13,041),- 70% of the 13,041 user reviews for this game are positive.",Mostly Positive
BeamNG.drive,"Racing,Simulation,Early Access","Very Positive,(13,523),- 89% of the 13,523 user reviews for this game are positive.",Very Positive
DCS World Steam Edition,"Free to Play,Simulation","Mostly Positive,(6,779),- 76% of the 6,779 user reviews for this game are positive.",Mostly Positive
Blaster Master Zero,Action,"Positive,(28),- 100% of the 28 user reviews for this game are positive.",NA
Forager,"Action,Adventure,Indie,Simulation","Very Positive,(3,375),- 87% of the 3,375 user reviews for this game are positive.",Very Positive
The Jackbox Party Pack 3,"Casual,Indie,Strategy","Very Positive,(710),- 94% of the 710 user reviews for this game are positive.",Very Positive
Albion Online,"Free to Play,Massively Multiplayer,RPG","Mixed,(4,745),- 54% of the 4,745 user reviews for this game are positive.",Mixed
DARK SOULS™ II,"Action,RPG","Very Positive,(21,539),- 87% of the 21,539 user reviews for this game are positive.",Very Positive
Total War™: ROME II - Emperor Edition,Strategy,"Mostly Positive,(22,009),*,- 76% of the 22,009 user reviews for this game are positive.,This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",Mostly Positive
Car Mechanic Simulator 2018,"Racing,Simulation","Mostly Positive,(11,388),- 76% of the 11,388 user reviews for this game are positive.",Mostly Positive
NieR:Automata™,"Action,RPG","Very Positive,(32,562),- 82% of the 32,562 user reviews for this game are positive.",Very Positive
Pavlov VR,"Action,Indie,Early Access","Very Positive,(3,435),- 89% of the 3,435 user reviews for this game are positive.",Very Positive
Left 4 Dead 2,Action,"Overwhelmingly Positive,(156,890),- 96% of the 156,890 user reviews for this game are positive.",NA
Yu-Gi-Oh! Duel Links,"Free to Play,Strategy","Mostly Positive,(10,993),- 75% of the 10,993 user reviews for this game are positive.",Mostly Positive
Katana ZERO,"Action,Indie","Overwhelmingly Positive,(4,028),- 97% of the 4,028 user reviews for this game are positive.",NA
Darkest Dungeon®,"Indie,RPG,Strategy","Very Positive,(42,821),- 85% of the 42,821 user reviews for this game are positive.",Very Positive
Vampire: The Masquerade - Bloodlines,Action,"Very Positive,(5,844),- 93% of the 5,844 user reviews for this game are positive.",Very Positive
Wreckfest,"Action,Indie,Racing,Simulation,Sports","Mostly Positive,(9,124),- 77% of the 9,124 user reviews for this game are positive.",Mostly Positive
SUPERHOT VR,"Action,Indie","Very Positive,(2,100),- 88% of the 2,100 user reviews for this game are positive.",Very Positive
Conqueror's Blade,"Action,Free to Play,Massively Multiplayer,Strategy","Mixed,(2,029),- 46% of the 2,029 user reviews for this game are positive.",Mixed
Kenshi,"Action,Indie,RPG,Simulation,Strategy","Very Positive,(10,227),- 88% of the 10,227 user reviews for this game are positive.",Very Positive
RESIDENT EVIL 2 / BIOHAZARD RE:2,Action,"Overwhelmingly Positive,(14,492),- 95% of the 14,492 user reviews for this game are positive.",NA
HITMAN™ 2,Action,"Very Positive,(4,357),- 86% of the 4,357 user reviews for this game are positive.",Very Positive
Minion Masters,"Action,Free to Play,Indie,Strategy","Very Positive,(20,699),- 90% of the 20,699 user reviews for this game are positive.",Very Positive
Crossout,"Action,Free to Play,Massively Multiplayer,Racing","Mixed,(19,157),- 66% of the 19,157 user reviews for this game are positive.",Mixed
The Sims™ 3,Simulation,"Very Positive,(12,778),- 81% of the 12,778 user reviews for this game are positive.",Very Positive
Subnautica,"Adventure,Indie","Very Positive,(87,871),- 94% of the 87,871 user reviews for this game are positive.",Very Positive
Wallpaper Engine,"Animation & Modeling,Design & Illustration,Utilities","Overwhelmingly Positive,(63,223),- 96% of the 63,223 user reviews for this software are positive.",NA
Grim Dawn,"Action,Adventure,Indie,RPG","Very Positive,(24,456),- 90% of the 24,456 user reviews for this game are positive.",Very Positive
Subnautica: Below Zero,"Adventure,Indie,Early Access","Very Positive,(4,663),- 89% of the 4,663 user reviews for this game are positive.",Very Positive
7 Days to Die,"Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access","Mostly Positive,(55,096),- 77% of the 55,096 user reviews for this game are positive.",Mostly Positive
X-Plane 11,Simulation,"Very Positive,(2,475),- 81% of the 2,475 user reviews for this game are positive.",Very Positive
Fallout: New Vegas,"Action,RPG","Overwhelmingly Positive,(52,056),- 95% of the 52,056 user reviews for this game are positive.",NA
Surviving Mars,"Simulation,Strategy","Mostly Positive,(4,344),- 71% of the 4,344 user reviews for this game are positive.",Mostly Positive
Wolfenstein: The New Order,Action,"Very Positive,(20,858),- 88% of the 20,858 user reviews for this game are positive.",Very Positive
RAGE 2,Action,"Mixed,(4,490),- 54% of the 4,490 user reviews for this game are positive.",Mixed
A Plague Tale: Innocence,"Action,Adventure","Very Positive,(2,526),- 94% of the 2,526 user reviews for this game are positive.",Very Positive
FOR HONOR™,Action,"Mixed,(36,134),- 54% of the 36,134 user reviews for this game are positive.",Mixed
Cuphead,"Action,Indie","Overwhelmingly Positive,(35,536),- 95% of the 35,536 user reviews for this game are positive.",NA
Europa Universalis IV,"Simulation,Strategy","Very Positive,(35,444),- 82% of the 35,444 user reviews for this game are positive.",Very Positive
DRAGON QUEST® XI: Echoes of an Elusive Age™ - Digital Edition of Light,RPG,"Very Positive,(2,704),- 91% of the 2,704 user reviews for this game are positive.",Very Positive
Deathgarden™: BLOODHARVEST,"Action,Early Access","Mostly Positive,(2,617),- 79% of the 2,617 user reviews for this game are positive.",Mostly Positive
Supraland,"Action,Adventure,Indie","Overwhelmingly Positive,(1,274),- 96% of the 1,274 user reviews for this game are positive.",NA
Starbound,"Action,Adventure,Casual,Indie,RPG","Very Positive,(57,157),- 90% of the 57,157 user reviews for this game are positive.",Very Positive
NBA 2K19,"Simulation,Sports","Mostly Negative,(7,877),- 27% of the 7,877 user reviews for this game are positive.",NA
KurtzPel,"Action,Free to Play,Early Access","Mixed,(5,388),- 56% of the 5,388 user reviews for this game are positive.",Mixed
A Hat in Time,"Adventure,Indie","Overwhelmingly Positive,(11,925),- 97% of the 11,925 user reviews for this game are positive.",NA
Slay the Spire,"Indie,Strategy","Overwhelmingly Positive,(25,172),- 96% of the 25,172 user reviews for this game are positive.",NA
PAYDAY 2,"Action,RPG","Very Positive,(215,078),- 84% of the 215,078 user reviews for this game are positive.",Very Positive
"Papers, Please","Adventure,Indie","Overwhelmingly Positive,(23,376),- 95% of the 23,376 user reviews for this game are positive.",NA
Insurgency: Sandstorm,Action,"Mostly Positive,(15,963),- 75% of the 15,963 user reviews for this game are positive.",Mostly Positive
Deep Rock Galactic,"Action,Indie,Early Access","Very Positive,(9,320),- 93% of the 9,320 user reviews for this game are positive.",Very Positive
No Man's Sky,"Action,Adventure","Mixed,(102,974),- 51% of the 102,974 user reviews for this game are positive.",Mixed
Tropico 6,"Simulation,Strategy","Very Positive,(3,385),- 84% of the 3,385 user reviews for this game are positive.",Very Positive
theHunter: Call of the Wild™,"Adventure,Simulation,Sports","Mostly Positive,(17,470),- 78% of the 17,470 user reviews for this game are positive.",Mostly Positive
Prey,"Action,Adventure","Very Positive,(11,786),- 88% of the 11,786 user reviews for this game are positive.",Very Positive
Tabletop Simulator,"Casual,Indie,RPG,Simulation,Strategy","Very Positive,(8,785),- 93% of the 8,785 user reviews for this game are positive.",Very Positive
Outward,RPG,"Mostly Positive,(3,399),- 70% of the 3,399 user reviews for this game are positive.",Mostly Positive
Thronebreaker: The Witcher Tales,"Adventure,RPG","Very Positive,(2,922),- 87% of the 2,922 user reviews for this game are positive.",Very Positive
Paladins®,"Action,Free to Play","Very Positive,(204,137),- 83% of the 204,137 user reviews for this game are positive.",Very Positive
FIVE NIGHTS AT FREDDY'S VR: HELP WANTED,"Action,Casual","Very Positive,(441),- 97% of the 441 user reviews for this game are positive.",Very Positive
Screencheat,"Action,Indie","Very Positive,(474),- 92% of the 474 user reviews for this game are positive.",Very Positive
Space Engineers,"Action,Indie,Simulation,Strategy","Very Positive,(51,814),- 87% of the 51,814 user reviews for this game are positive.",Very Positive
Ideology in Friction,"Indie,RPG","Very Positive,(155),- 90% of the 155 user reviews for this game are positive.",Very Positive
Sid Meier's Civilization® V,Strategy,"Overwhelmingly Positive,(83,973),- 95% of the 83,973 user reviews for this game are positive.",NA
Pathfinder: Kingmaker,RPG,"Mostly Positive,(6,709),- 70% of the 6,709 user reviews for this game are positive.",Mostly Positive
Age of Empires II HD,Strategy,"Very Positive,(46,206),- 94% of the 46,206 user reviews for this game are positive.",Very Positive
Blade and Sorcery,"Action,Adventure,Indie,RPG,Simulation,Early Access","Very Positive,(1,746),- 87% of the 1,746 user reviews for this game are positive.",Very Positive
Borderlands Game of the Year,"Action,RPG","Very Positive,(15,083),*,- 93% of the 15,083 user reviews for this game are positive.,This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",Very Positive
Raft,"Adventure,Indie,Simulation,Early Access","Mostly Positive,(13,413),- 78% of the 13,413 user reviews for this game are positive.",Mostly Positive
Factorio,"Casual,Indie,Simulation,Strategy,Early Access","Overwhelmingly Positive,(38,652),- 98% of the 38,652 user reviews for this game are positive.",NA
Total War: WARHAMMER,"Action,Strategy","Mostly Positive,(23,366),- 75% of the 23,366 user reviews for this game are positive.",Mostly Positive
Crypt of the NecroDancer,"Action,Indie,RPG","Overwhelmingly Positive,(13,069),- 96% of the 13,069 user reviews for this game are positive.",NA
Garry's Mod,"Indie,Simulation","Overwhelmingly Positive,(310,394),- 95% of the 310,394 user reviews for this game are positive.",NA
Brawlhalla,"Action,Free to Play,Indie","Very Positive,(90,153),- 83% of the 90,153 user reviews for this game are positive.",Very Positive
The Elder Scrolls V: Skyrim VR,RPG,"Very Positive,(2,137),- 80% of the 2,137 user reviews for this game are positive.",Very Positive
Void Bastards,"Action,Strategy","Very Positive,(728),- 82% of the 728 user reviews for this game are positive.",Very Positive
World of Warships,"Action,Free to Play,Massively Multiplayer,Simulation","Mostly Positive,(14,265),- 71% of the 14,265 user reviews for this game are positive.",Mostly Positive
Coming Out on Top,"Casual,Indie,Simulation","Very Positive,(358),- 94% of the 358 user reviews for this game are positive.",Very Positive
Tom Clancy's Ghost Recon® Wildlands,"Action,Adventure","Mostly Positive,(28,513),- 74% of the 28,513 user reviews for this game are positive.",Mostly Positive
Farming Simulator 19,Simulation,"Mostly Positive,(6,474),- 76% of the 6,474 user reviews for this game are positive.",Mostly Positive
Don't Starve Together,"Adventure,Indie,Simulation","Overwhelmingly Positive,(70,020),- 96% of the 70,020 user reviews for this game are positive.",NA
Crusader Kings II,"RPG,Simulation,Strategy","Very Positive,(21,046),- 90% of the 21,046 user reviews for this game are positive.",Very Positive
Conan Exiles,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy","Mixed,(24,605),- 69% of the 24,605 user reviews for this game are positive.",Mixed
Barotrauma,"Action,Indie,Simulation,Strategy,Early Access","Mostly Positive,(571),- 76% of the 571 user reviews for this game are positive.",Mostly Positive
Totally Accurate Battle Simulator,"Indie,Simulation,Strategy,Early Access","Very Positive,(4,787),- 92% of the 4,787 user reviews for this game are positive.",Very Positive
Call of Duty®: Black Ops III,"Action,Adventure","Mixed,(23,982),- 64% of the 23,982 user reviews for this game are positive.",Mixed
Wolfenstein II: The New Colossus,Action,"Mixed,(9,311),- 69% of the 9,311 user reviews for this game are positive.",Mixed
Kingdom Come: Deliverance,"Action,Adventure,RPG","Mostly Positive,(27,512),- 74% of the 27,512 user reviews for this game are positive.",Mostly Positive
Star Trek Online,"Free to Play,Massively Multiplayer,RPG","Mostly Positive,(10,144),- 75% of the 10,144 user reviews for this game are positive.",Mostly Positive
The Forest,"Action,Adventure,Indie,Simulation","Very Positive,(101,595),- 92% of the 101,595 user reviews for this game are positive.",Very Positive
Planet Coaster,"Simulation,Strategy","Very Positive,(20,758),- 87% of the 20,758 user reviews for this game are positive.",Very Positive
Overcooked! 2,"Action,Casual,Indie","Very Positive,(4,669),- 81% of the 4,669 user reviews for this game are positive.",Very Positive
Dishonored 2,Action,"Very Positive,(14,274),- 80% of the 14,274 user reviews for this game are positive.",Very Positive
Warhammer: Vermintide 2,Action,"Mostly Positive,(22,740),- 75% of the 22,740 user reviews for this game are positive.",Mostly Positive
Mortal Kombat 11,Action,"Mixed,(6,842),- 59% of the 6,842 user reviews for this game are positive.",Mixed
